x,y
"101,2409,2007,8562,1998,13433,23773,11656,102,0,0,0,0,0,0",1
"101,2019,14153,4086,2466,102,0,0,0,0,0,0,0,0,0",1
"101,2009,7545,2000,1996,18921,2005,1996,12785,2021,2053,1011,14652,2529,102",1
"101,1996,3471,2007,1996,2143,102,0,0,0,0,0,0,0,0",0
"101,17908,2023,1010,2025,102,0,0,0,0,0,0,0,0,0",0
"101,24545,2046,1037,13804,2006,1996,2784,17575,2015,1997,12660,102,0,0",1
"101,2899,2087,5121,2038,1037,2047,2476,3805,1997,2032,102,0,0,0",1
"101,4165,2066,9202,4623,102,0,0,0,0,0,0,0,0,0",0
"101,2000,16270,4221,12300,102,0,0,0,0,0,0,0,0,0",1
"101,2003,2012,2320,18378,1998,20161,1010,2019,1999,1011,5995,6533,1997,102",1
"101,13970,24769,3849,28028,2011,2119,2014,3395,3043,1998,1996,2558,22977,102",0
"101,2061,10305,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2009,2515,2061,2302,4012,25013,2008,11619,1012,102,0,0,0,0",1
"101,2087,11084,3238,102,0,0,0,0,0,0,0,0,0,0",0
"101,2293,1010,2155,102,0,0,0,0,0,0,0,0,0,0",1
"101,1037,2440,3325,1010,1037,2293,2466,1998,1037,4028,6547,2008,24545,102",1
"101,2203,27242,1010,3040,3993,102,0,0,0,0,0,0,0,0",1
"101,2022,11263,28090,1999,2049,23191,2015,2004,2009,4269,2000,4025,2004,102",0
"101,1037,2200,2092,1011,3574,3185,1010,1998,2009,2097,3233,1999,2925,102",1
"101,1037,10634,2611,1010,102,0,0,0,0,0,0,0,0,0",0
"101,2017,1005,2128,2559,2005,2019,9414,3185,1999,2029,2017,2064,2713,102",1
"101,19415,1010,3048,7050,102,0,0,0,0,0,0,0,0,0",1
"101,2003,4372,4588,2075,102,0,0,0,0,0,0,0,0,0",1
"101,2057,2069,2113,2004,2019,4763,1010,21668,26594,102,0,0,0,0",0
"101,1996,23260,3466,1997,1996,3185,2003,16360,23004,1998,2139,24128,1012,102",0
"101,22822,28210,2135,6057,1998,29024,4209,1012,1012,1012,102,0,0,0",1
"101,9419,1037,4773,1997,28190,4024,102,0,0,0,0,0,0,0",1
"101,2191,4569,1997,2033,2005,16663,2265,15239,2015,102,0,0,0,0",0
"101,2004,1037,28036,2007,1037,6925,2440,1997,16371,6651,1998,2839,9812,102",1
"101,2612,1010,2016,5927,2009,2004,1037,3382,2000,7065,18400,4697,2054,102",1
"101,20365,6172,1010,1037,23883,10874,1010,1998,1037,25011,2161,1997,2694,102",1
"101,19960,3695,16748,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,2774,17637,2092,2000,2143,102,0,0,0,0,0,0,0",1
"101,2000,2156,2023,10722,4103,18794,2098,2104,1037,4744,1010,9544,8231,102",0
"101,8501,2008,12102,2000,8691,2188,2296,2028,1997,2049,2685,102,0,0",0
"101,1996,6569,1996,3494,2202,1999,2023,16438,102,0,0,0,0,0",1
"101,1037,3748,4038,2008,2071,2069,3500,2013,1996,17183,14088,2568,1997,102",1
"101,6298,4038,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2053,14017,10732,2182,1010,2053,4024,3643,102,0,0,0,0,0",0
"101,11284,3957,2014,2190,2836,2144,16768,28635,2018,2014,7854,2000,1037,102",1
"101,1999,9680,2102,3086,102,0,0,0,0,0,0,0,0,0",1
"101,2003,5457,1999,2331,2000,15488,9541,11714,2046,2242,2119,9200,1998,102",0
"101,2131,2439,1999,1996,14163,8024,1997,2049,2219,2437,102,0,0,0",0
"101,15854,9096,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2003,2049,17975,2006,5675,1010,2295,102,0,0,0,0,0,0",0
"101,2065,2017,3473,2039,2006,8040,9541,3762,1011,1011,2017,1005,2222,102",1
"101,2009,2515,2507,1037,5510,1997,1996,5255,2158,3802,15006,1010,2019,102",1
"101,2019,5875,4087,6912,102,0,0,0,0,0,0,0,0,0",1
"101,18215,2091,2007,4030,1010,4895,2378,6767,25780,20957,1998,4257,3772,102",0
"101,2339,2106,2027,9266,2213,2009,4072,2000,6254,2035,2023,6832,14624,102",0
"101,2003,1037,5107,7438,2005,2035,9501,1012,102,0,0,0,0,0",1
"101,2256,3226,2003,3753,2091,1996,11848,2007,1996,10768,21735,1997,1037,102",0
"101,2070,2303,2097,2202,2017,3182,2017,2031,1050,1005,1056,2042,1010,102",1
"101,2042,2045,2589,2008,102,0,0,0,0,0,0,0,0,0",0
"101,9530,18886,7178,1010,9596,1998,3561,2007,4895,18447,21945,11680,102,0",0
"101,1996,11259,3367,1998,2087,3375,2135,4763,4470,6798,102,0,0,0",1
"101,1999,1037,2757,1011,2203,4598,102,0,0,0,0,0,0,0",0
"101,2831,2100,1010,7976,1998,28670,1012,1012,1012,2019,5875,4087,6912,102",0
"101,1996,20398,17904,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,2168,4933,2017,2064,2131,2005,1037,10131,2030,2061,1999,2008,102",0
"101,2017,1005,2222,9038,102,0,0,0,0,0,0,0,0,0",0
"101,2079,2035,2093,3243,2092,1010,102,0,0,0,0,0,0,0",1
"101,4569,14862,2544,1997,1996,2214,2610,2914,17312,2015,1012,102,0,0",1
"101,1037,5220,3424,1011,10469,8522,1006,2476,1011,4268,1027,14624,1007,102",0
"101,1037,4086,1998,10754,1998,102,0,0,0,0,0,0,0,0",1
"101,10334,2040,15646,21864,15952,1010,4569,1010,24593,5691,2007,1037,3543,102",1
"101,9326,1037,16834,6370,2007,25601,102,0,0,0,0,0,0,0",1
"101,2009,1005,1055,4678,2000,2424,1037,2143,2000,2029,1996,24931,1036,102",1
"101,2000,1996,18114,1998,2467,11341,2836,102,0,0,0,0,0,0",1
"101,18999,16073,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2009,3504,2204,102,0,0,0,0,0,0,0,0,0,0",1
"101,2092,1011,19275,2292,7698,1012,102,0,0,0,0,0,0,0",0
"101,8509,2438,5474,2046,1996,8710,1997,1996,12364,1998,2969,1011,9715,102",0
"101,2055,11150,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2010,19221,1997,2166,1998,3279,1998,2051,1998,2396,2007,2149,102,0",1
"101,1996,3969,3993,8992,1997,13675,6784,6279,1005,1055,8133,2075,2836,102",1
"101,2178,9368,8479,2008,2045,2089,2022,1037,2047,4916,5988,1037,1011,102",1
"101,13109,29544,5891,102,0,0,0,0,0,0,0,0,0,0",0
"101,2453,2031,2042,5552,2065,1996,2472,1010,3419,2139,2100,1010,2018,102",0
"101,2092,1011,10849,5891,102,0,0,0,0,0,0,0,0,0",1
"101,2074,2003,1050,1005,1056,2200,6057,1012,102,0,0,0,0,0",0
"101,6748,1998,2062,11973,102,0,0,0,0,0,0,0,0,0",1
"101,2037,20342,23436,2015,2024,3492,2172,2969,1011,8857,1007,102,0,0",0
"101,12369,7699,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1005,1055,3599,1996,2785,1997,3185,2000,5963,1005,1055,20010,22648,102",0
"101,28427,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,1037,26380,2135,21446,1010,26316,4038,2007,6919,4616,2008,12888,2012,102",1
"101,11007,16372,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,10282,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2046,1996,2166,1997,1059,27266,7274,14919,1055,2480,8197,12624,1010,102",1
"101,2009,1005,1055,3243,2019,6344,2000,2275,1998,5607,1037,3185,2012,102",0
"101,2655,2005,9740,2738,2084,2000,2173,7499,1010,2437,2009,2028,1997,102",1
"101,1010,6266,2003,1037,17115,2135,17160,26917,1012,102,0,0,0,0",1
"101,5922,2074,4809,2013,2536,4216,1011,1011,102,0,0,0,0,0",0
"101,11669,2100,4569,102,0,0,0,0,0,0,0,0,0,0",1
"101,2004,2009,2003,1037,4310,1010,2092,1011,19275,8317,2817,1997,9940,102",1
"101,1996,3291,2007,1996,26865,1999,5675,4868,2003,2025,2008,2009,1005,102",0
"101,2006,23847,8183,8751,1005,1055,11341,22012,2005,2969,1011,2139,28139,102",1
"101,1997,8251,2000,2175,2105,1010,2007,2189,1998,7239,1998,1996,2293,102",1
"101,11937,21756,2836,102,0,0,0,0,0,0,0,0,0,0",1
"101,2070,2785,1997,27243,9026,3126,102,0,0,0,0,0,0,0",1
"101,7425,3993,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1037,13940,4516,2008,102,0,0,0,0,0,0,0,0,0",1
"101,1037,4380,1011,2066,1010,23760,1011,2613,18312,102,0,0,0,0",0
"101,1037,2402,2450,1997,2307,11084,1010,26161,1998,17610,102,0,0,0",1
"101,2025,1996,21232,1997,1005,1037,10103,102,0,0,0,0,0,0",0
"101,2049,4167,2003,1037,2210,7932,1011,1011,4487,3215,2100,1010,2130,102",0
"101,2004,24026,1998,17087,2004,2151,1997,2585,5003,11368,1005,1055,2250,102",1
"101,1037,2293,2466,2004,6369,20023,2063,2004,2049,2516,102,0,0,0",1
"101,3185,4830,21724,2571,102,0,0,0,0,0,0,0,0,0",0
"101,2216,1997,2017,2040,2024,2025,2019,5964,3694,2611,2097,2087,3497,102",0
"101,2831,2000,2014,2003,2061,18243,7228,8916,1010,2057,2031,7078,2053,102",1
"101,2994,2185,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,4152,2104,2115,3096,1998,1010,2070,5436,1038,15000,2015,102,0,0",0
"101,3492,2172,18058,2006,2008,4872,1012,102,0,0,0,0,0,0",1
"101,2524,2051,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,3033,4025,2066,2027,2020,4196,2013,6609,12267,25107,1005,1055,27952,102",1
"101,2009,24185,1050,1005,1056,2907,2039,2058,1996,2146,14655,1010,102,0",0
"101,5683,3772,2003,1996,2540,1998,3969,1997,5988,102,0,0,0,0",1
"101,8945,14083,2075,2023,2116,10218,6187,19250,2015,102,0,0,0,0",1
"101,4676,2008,8108,2015,2000,3160,2019,3418,4752,1010,1998,102,0,0",1
"101,2097,3497,2275,1996,3426,1997,2450,6424,2067,5109,102,0,0,0",0
"101,2022,1037,4121,3013,1997,2682,1996,2717,102,0,0,0,0,0",1
"101,15958,4895,3678,6455,102,0,0,0,0,0,0,0,0,0",0
"101,2008,2025,2069,2052,11259,3723,2022,2439,2006,1996,4539,4378,1010,102",0
"101,10036,1011,2559,102,0,0,0,0,0,0,0,0,0,0",0
"101,1037,29295,16389,2143,1010,2103,2003,4512,2389,18299,2006,12633,2389,102",0
"101,1996,2878,2518,2196,5839,102,0,0,0,0,0,0,0,0",0
"101,2009,3065,2149,1037,14704,1997,2166,2008,1005,1055,2200,2367,2013,102",1
"101,2502,6638,3255,1012,102,0,0,0,0,0,0,0,0,0",0
"101,2981,2030,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1998,13587,9994,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,2143,1012,1012,1012,2009,2001,1996,4895,3993,8873,13112,1010,102",0
"101,1037,8235,2267,3076,1011,1011,102,0,0,0,0,0,0,0",1
"101,2005,8562,1999,2061,2116,9454,22092,102,0,0,0,0,0,0",1
"101,2521,1011,14016,102,0,0,0,0,0,0,0,0,0,0",0
"101,2034,1011,3446,1010,2926,2061,2099,26531,102,0,0,0,0,0",1
"101,13338,4740,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2514,3374,2005,10872,25827,1005,1055,3348,2166,102,0,0,0,0",0
"101,2064,14396,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2009,5683,17128,102,0,0,0,0,0,0,0,0,0,0",0
"101,2022,2056,2000,5490,13860,4063,7673,2293,19482,102,0,0,0,0",0
"101,2087,14036,5312,102,0,0,0,0,0,0,0,0,0,0",1
"101,7534,2498,2569,1998,1010,2127,1996,2345,2552,1010,2498,2058,14626,102",0
"101,2521,2062,4254,102,0,0,0,0,0,0,0,0,0,0",1
"101,2017,2272,2013,1037,2155,2008,20323,1010,19960,27822,1010,9251,1010,102",0
"101,2023,3938,1011,3371,2695,5302,25888,8774,2001,2062,27345,2075,1998,102",1
"101,14710,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,3422,1010,17565,1998,2131,2019,14963,12992,2302,3110,2066,2017,1005,102",1
"101,2524,2000,19776,1011,1011,14434,1010,16465,102,0,0,0,0,0",1
"101,10417,2011,2126,2205,2172,27427,5313,17905,1997,3496,1011,17492,1010,102",0
"101,6080,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,7658,6968,2912,2232,102,0,0,0,0,0,0,0,0,0",1
"101,1996,14099,2135,7191,16095,23732,1997,1006,15854,1005,1055,1007,2190,102",1
"101,8990,2498,2000,2265,102,0,0,0,0,0,0,0,0,0",0
"101,1996,28425,2098,2466,102,0,0,0,0,0,0,0,0,0",0
"101,2003,2087,9487,2025,2138,1997,2049,8680,9531,1010,2021,2138,1997,102",1
"101,1010,12873,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,15562,2075,6980,102,0,0,0,0,0,0,0,0,0,0",0
"101,2007,2019,3239,2006,15224,1037,3168,1997,6547,102,0,0,0,0",1
"101,16114,2010,6912,102,0,0,0,0,0,0,0,0,0,0",0
"101,18628,11714,22875,102,0,0,0,0,0,0,0,0,0,0",1
"101,2715,2396,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,14255,4226,2115,3037,1010,2115,9647,1010,2115,26452,2030,2505,1010,102",0
"101,2147,1996,2616,1036,1036,7490,1005,1005,2030,1036,1036,11891,1005,102",0
"101,7968,1998,3449,13910,20469,1012,1012,1012,102,0,0,0,0,0",1
"101,1997,1996,5541,2552,102,0,0,0,0,0,0,0,0,0",1
"101,1037,24462,2143,1998,1037,2442,1011,2156,102,0,0,0,0,0",1
"101,2003,2027,2031,1037,11765,2000,7540,2046,7570,5283,2213,1012,102,0",0
"101,1010,11320,14615,2135,6910,1010,4895,2072,1011,8789,14652,3698,102,0",0
"101,2049,6020,3459,102,0,0,0,0,0,0,0,0,0,0",1
"101,2003,1037,17431,2434,2147,102,0,0,0,0,0,0,0,0",1
"101,1005,1055,16004,2135,23624,2278,1998,18114,102,0,0,0,0,0",1
"101,2019,4895,20464,23128,1010,24501,7856,3372,17070,2008,8846,2015,2049,102",1
"101,5889,1999,2919,4562,11072,4372,18908,1037,4066,1997,6970,1011,2427,102",0
"101,2038,7857,1998,1010,1999,1996,2398,1997,1037,23197,7481,3265,2066,102",1
"101,25353,8737,25457,6774,2007,9452,14354,2015,102,0,0,0,0,0",0
"101,1037,16480,2890,2000,4133,2083,1011,1011,2750,2070,2034,1011,3446,102",0
"101,1010,19181,4305,3995,1010,6554,10768,14416,4181,1005,1055,11867,14659,102",1
"101,2012,2320,11259,1998,25292,19357,2140,1010,1996,2143,2196,10514,9468,102",1
"101,1037,5024,3459,102,0,0,0,0,0,0,0,0,0,0",1
"101,2003,4276,6224,1012,102,0,0,0,0,0,0,0,0,0",1
"101,10892,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,26088,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,8310,2000,2210,2062,2084,7750,102,0,0,0,0,0,0,0",0
"101,1996,2189,3084,1037,3835,2201,1010,102,0,0,0,0,0,0",1
"101,2066,3505,2003,1037,7263,1998,4895,2378,15338,3512,3185,102,0,0",0
"101,1005,2310,2464,1006,5752,1007,7104,2079,1996,8991,4818,1011,12406,102",0
"101,1010,2045,2003,2053,4797,2008,1047,2527,16526,9096,2243,17210,1037,102",1
"101,2033,2053,5622,2912,4830,24947,2061,2204,1010,2021,1045,12246,5632,102",1
"101,13243,2018,1037,6919,4070,2000,2147,2013,1010,102,0,0,0,0",1
"101,19551,10071,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2000,2022,7260,2185,2011,1996,11591,5053,1997,2010,4871,102,0,0",1
"101,23462,2046,2011,1011,1996,1011,3616,3700,102,0,0,0,0,0",0
"101,2062,22249,2084,1045,3517,102,0,0,0,0,0,0,0,0",1
"101,2012,2028,2158,1005,1055,22252,1010,2716,2055,2011,2010,3768,1997,102",0
"101,2273,1999,2304,2462,6162,2015,7209,16021,23773,18513,6651,1011,1011,102",0
"101,2055,2028,1999,2093,18201,2015,1999,2317,1005,1055,23852,2135,7968,102",0
"101,1037,3376,1010,27768,1998,5415,6925,1997,9685,25289,1011,1011,102,0",1
"101,1005,1055,1037,2675,1010,23069,3689,2008,2938,2483,14213,1010,2004,102",1
"101,9020,1010,2007,27547,22012,102,0,0,0,0,0,0,0,0",1
"101,2049,2995,1011,2000,1011,2166,3494,1010,2049,7591,3772,1010,2049,102",1
"101,2006,2119,3903,2009,4212,2460,102,0,0,0,0,0,0,0",0
"101,28851,2186,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2515,1050,1005,1056,2031,2035,1996,6998,102,0,0,0,0,0",0
"101,1996,2034,3364,2000,2599,1037,2177,1997,10904,2814,2004,28473,102,0",0
"101,3849,2000,2031,14019,1037,2878,2843,1997,5436,1999,5684,1997,1012,102",0
"101,1996,12127,2052,21090,102,0,0,0,0,0,0,0,0,0",0
"101,4434,2030,8720,25198,2135,102,0,0,0,0,0,0,0,0",0
"101,3073,12369,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2357,2041,2000,2022,1037,2028,1011,7577,15606,102,0,0,0,0",0
"101,1005,1055,2524,2000,9507,102,0,0,0,0,0,0,0,0",1
"101,2179,1999,2049,3754,2000,11867,21511,2119,2304,1998,2317,22807,8053,102",1
"101,3513,8074,1037,14704,1997,2137,11345,7632,14642,5705,4626,1996,4845,102",0
"101,2460,2770,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,8275,1010,9841,21821,2102,102,0,0,0,0,0,0,0,0",0
"101,1012,1012,1012,4269,2006,1037,2152,3602,1998,15770,2015,2009,17950,102",1
"101,2059,2017,1005,2128,1999,2005,1037,9145,4536,1012,102,0,0,0",0
"101,2472,15107,1010,2010,3213,1998,1047,4179,1005,1055,4005,2323,3710,102",0
"101,4427,1005,1005,2001,1037,2843,4569,14862,102,0,0,0,0,0",0
"101,2064,2079,2130,2062,4053,102,0,0,0,0,0,0,0,0",0
"101,1037,2844,1998,9657,2147,2029,2573,2061,2092,2005,1996,2034,6486,102",0
"101,11434,2000,2156,1037,2093,1011,8789,1010,2779,1010,2690,1011,4793,102",1
"101,4251,1010,9657,102,0,0,0,0,0,0,0,0,0,0",1
"101,1037,3423,10874,102,0,0,0,0,0,0,0,0,0,0",1
"101,2019,6912,1999,22330,8713,2964,2296,2978,2004,9200,2004,1996,21146,102",0
"101,3124,4152,2611,1010,3124,12386,2611,1010,4378,4212,6680,1012,102,0",0
"101,1005,1055,2061,22889,7361,8197,2135,2517,1998,3459,2008,2017,2064,102",0
"101,5683,2004,2065,3071,2437,2009,2439,2037,3185,28017,102,0,0,0",0
"101,2017,2079,1050,1005,1056,2729,2040,8769,1996,3045,2915,102,0,0",0
"101,2064,2069,8627,2149,2000,2156,17015,2527,5003,10023,9067,3676,2546,102",1
"101,2488,2649,2004,1037,5745,2466,2908,6649,22091,2854,1012,102,0,0",0
"101,8984,2015,2000,3422,4027,1010,2040,2036,2366,2004,3237,3135,1010,102",1
"101,1010,12246,3045,3462,1997,13921,2923,11281,1012,102,0,0,0,0",1
"101,2568,10231,7685,5691,2004,2172,2004,6001,1010,102,0,0,0,0",0
"101,9969,1998,8066,7699,102,0,0,0,0,0,0,0,0,0",1
"101,16021,5358,6200,2003,2028,1997,1996,2095,1005,1055,2190,3152,1998,102",1
"101,2205,2116,3152,102,0,0,0,0,0,0,0,0,0,0",0
"101,7221,2389,1010,6819,6820,16136,2135,16010,8016,102,0,0,0,0",0
"101,2019,4895,10258,2378,8450,1010,3375,6533,1997,1037,2715,3956,2008,102",1
"101,2024,2119,21688,1010,2096,15876,18620,2102,1012,1012,1012,2003,12047,102",1
"101,1996,2143,2196,9466,2682,1037,7511,1010,2048,9812,6925,102,0,0",0
"101,2868,1011,6462,5344,102,0,0,0,0,0,0,0,0,0",1
"101,19837,2023,2143,2005,2049,8401,4874,7730,1998,13948,2000,6148,2256,102",1
"101,2066,3505,11758,1998,7644,102,0,0,0,0,0,0,0,0",1
"101,1996,3904,1011,2205,1011,2434,18458,102,0,0,0,0,0,0",0
"101,2320,3256,1011,1056,12668,2010,14757,1999,1996,3332,1997,1996,3232,102",0
"101,1037,5024,2135,3833,1010,14036,10874,2008,6762,2460,1997,2995,7780,102",1
"101,2681,2149,2007,1037,3168,1997,4687,102,0,0,0,0,0,0",1
"101,15377,1005,1055,14527,2135,2969,1011,27427,5313,11461,21177,102,0,0",0
"101,2000,21526,1997,1037,25812,2534,1997,4476,1010,2007,1037,2261,2176,102",0
"101,2106,1050,1005,1056,2729,1012,102,0,0,0,0,0,0,0",0
"101,3653,3597,18436,102,0,0,0,0,0,0,0,0,0,0",0
"101,3899,3548,2515,1050,1005,1056,9099,23865,6907,102,0,0,0,0",0
"101,1037,6389,3168,1997,8562,102,0,0,0,0,0,0,0,0",1
"101,1996,2373,1011,6265,2545,2079,1050,1005,1056,2729,2000,3305,102,0",0
"101,9567,2040,6524,2147,1999,5691,2085,102,0,0,0,0,0,0",1
"101,2008,9979,2015,2049,2214,1011,13405,6991,1998,1999,1996,2832,3310,102",1
"101,2444,1999,2068,1010,2040,2031,7844,2037,2219,6625,18111,1999,1996,102",1
"101,16911,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,5703,4197,1010,2411,4297,17417,3726,18312,1998,14477,22083,9072,23210,102",1
"101,1996,6011,15185,4818,6773,4318,102,0,0,0,0,0,0,0",0
"101,2320,2153,14119,2010,21688,9567,1999,1996,2168,2214,2466,1012,102,0",1
"101,2919,1998,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,16356,2015,2125,10556,7317,2080,1005,1055,6480,19199,2015,2007,1996,102",0
"101,8709,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,1006,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,6171,24464,2594,3063,102,0,0,0,0,0,0,0,0,0",1
"101,1996,2204,1998,2367,2801,1006,1997,2690,1011,4793,7472,1007,2003,102",0
"101,2005,28781,2040,2079,1050,1005,1056,2729,2054,2785,1997,19873,2027,102",0
"101,1037,4138,1998,9414,2143,2008,3594,2049,16016,2100,4563,9530,3401,102",1
"101,2004,9191,1998,10368,2004,2017,2071,4298,5987,2122,2420,2013,2137,102",1
"101,1996,2069,2518,2000,3571,2055,1036,1036,3571,11089,4012,1005,1005,102",0
"101,3167,10576,1998,102,0,0,0,0,0,0,0,0,0,0",0
"101,2003,2092,10897,2000,5425,2122,5389,1999,2440,21279,2401,102,0,0",1
"101,23563,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,2009,1005,1055,2062,22249,2084,1045,3517,1010,2295,1010,1998,2008,102",1
"101,2750,10754,22877,2049,8138,24044,2024,2025,2000,2022,7219,1012,102,0",1
"101,1996,9428,20868,2890,8663,6895,20470,2571,3663,2090,4603,3017,3008,102",0
"101,6569,3993,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1010,4283,2000,1996,3739,1997,1036,1996,2332,1010,1005,2009,2036,102",1
"101,2027,2071,2031,2042,1999,1037,2062,12479,3185,102,0,0,0,0",0
"101,2524,2000,2022,6832,102,0,0,0,0,0,0,0,0,0",0
"101,2004,1037,5061,7540,102,0,0,0,0,0,0,0,0,0",0
"101,2001,3752,1996,9273,1997,1996,4378,1012,102,0,0,0,0,0",1
"101,2115,8187,2412,3868,102,0,0,0,0,0,0,0,0,0",1
"101,6187,1050,1005,1056,3335,2009,1012,102,0,0,0,0,0,0",1
"101,5875,1998,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1996,7427,1999,2029,2023,17160,1011,1011,1998,23259,1011,1011,4180,102",1
"101,2003,2034,1011,3446,1010,2926,2061,2099,26531,1012,102,0,0,0",1
"101,3087,2040,2038,2412,6878,5365,1997,2108,24672,2011,13593,1998,2002,102",0
"101,1997,1996,5151,10874,2015,1997,3522,2086,102,0,0,0,0,0",1
"101,16405,14536,11589,2015,102,0,0,0,0,0,0,0,0,0",1
"101,2045,1005,1055,2025,2438,9415,2182,2000,15770,3037,2005,1996,2440,102",0
"101,2007,1996,2190,1997,2014,28505,1005,1055,2573,102,0,0,0,0",1
"101,1005,1055,7564,2000,5959,102,0,0,0,0,0,0,0,0",1
"101,2881,2004,1037,7065,17378,2055,3638,1998,9038,1010,102,0,0,0",1
"101,2295,2009,14087,1996,14395,3691,1997,1037,6907,17070,102,0,0,0",0
"101,2003,2019,24040,2000,4895,8663,27064,2293,1998,15398,13056,2013,2086,102",1
"101,2008,2009,14684,6826,2015,2039,2025,2028,2021,2048,5210,17884,2135,102",0
"101,1996,19810,19118,13181,24920,1997,1037,6982,3185,2007,1996,4895,21678,102",1
"101,6581,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,4297,25377,12870,3372,1010,4297,11631,7869,3372,2030,2074,5810,10231,102",0
"101,2377,2041,12689,3973,2065,2025,2467,7199,1012,102,0,0,0,0",1
"101,20017,3185,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2292,1996,4942,27430,7966,2017,102,0,0,0,0,0,0,0",0
"101,1037,22822,17062,2028,102,0,0,0,0,0,0,0,0,0",0
"101,1005,1055,1037,9467,2008,1996,9994,1998,2049,10318,6991,1012,1012,102",0
"101,14750,2135,7481,102,0,0,0,0,0,0,0,0,0,0",1
"101,3835,2210,2466,102,0,0,0,0,0,0,0,0,0,0",1
"101,2488,3896,1010,2488,3772,1998,1037,26316,8856,24905,17988,1012,102,0",1
"101,13310,8462,2004,1023,102,0,0,0,0,0,0,0,0,0",0
"101,21109,1999,2004,2172,8562,2004,4130,2891,2000,2202,2149,2006,2010,102",1
"101,1037,5436,2008,13529,2015,2247,2012,1037,10879,1005,1055,6393,102,0",0
"101,1010,1037,3185,2515,2025,4013,25154,1996,3606,2055,2048,2293,1011,102",1
"101,1996,3953,7563,1997,1038,2721,2595,24759,28100,3370,17312,2015,102,0",0
"101,2049,9596,3252,1998,1037,2345,2310,7999,102,0,0,0,0,0",0
"101,2003,3376,1998,8075,102,0,0,0,0,0,0,0,0,0",1
"101,2003,2200,2434,102,0,0,0,0,0,0,0,0,0,0",1
"101,1010,2009,2003,2036,8319,2011,2009,1011,1011,1996,2785,1997,3185,102",1
"101,1037,2738,8235,2210,8754,8875,1024,1037,2627,17322,1997,2336,1005,102",1
"101,1037,16801,2852,15979,2854,1012,102,0,0,0,0,0,0,0",0
"101,3564,2083,2023,2028,102,0,0,0,0,0,0,0,0,0",0
"101,2009,1005,1055,2524,2000,5674,2151,3522,2143,1010,2981,2030,4728,102",0
"101,11947,2196,13956,2005,20062,3458,1996,23105,13136,1997,1996,8790,2002,102",0
"101,2003,2008,2009,2003,2028,2008,4473,2032,2000,14684,6826,2041,2028,102",0
"101,4283,2000,1996,3739,1997,1036,1996,2332,1010,1005,2009,2036,5749,102",1
"101,9487,4616,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,4298,1996,5409,2143,102,0,0,0,0,0,0,0,0,0",0
"101,1996,2093,5260,3965,11706,4616,1010,102,0,0,0,0,0,0",1
"101,16801,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,1037,26233,2135,17075,2839,1010,1037,2402,2158,3005,4629,24823,2003,102",1
"101,1037,2919,3696,2043,2017,1005,2128,7117,2075,2005,1996,2143,2000,102",0
"101,7145,3278,2147,102,0,0,0,0,0,0,0,0,0,0",1
"101,2003,17003,2135,8242,102,0,0,0,0,0,0,0,0,0",1
"101,1996,3365,5019,1997,2175,2854,26865,2024,4276,1996,3976,1997,9634,102",1
"101,1005,1055,2524,2000,5674,10334,2412,2108,1036,1036,1999,1996,6888,102",0
